
Predictions were generated on 09-Dec-2020 at 17:18:24 using AA AeroAcoustics (v1.00.00, 18-Aug-2016)

Number of observers      :    2;  Number of frequencies    :   34
Description from AA input file, line2: IEA task 37 RWT turbine -- https://github.com/IEAWindTask37/IEA-3.4-130-RWT

     Time           	Obs1_Freq10         	Obs1_Freq12.5       	Obs1_Freq16         	Obs1_Freq20         	Obs1_Freq25         	Obs1_Freq31.5       	Obs1_Freq40         	Obs1_Freq50         	Obs1_Freq63         	Obs1_Freq80         	Obs1_Freq100        	Obs1_Freq125        	Obs1_Freq160        	Obs1_Freq200        	Obs1_Freq250        	Obs1_Freq315        	Obs1_Freq400        	Obs1_Freq500        	Obs1_Freq630        	Obs1_Freq800        	Obs1_Freq1000       	Obs1_Freq1250       	Obs1_Freq1600       	Obs1_Freq2000       	Obs1_Freq2500       	Obs1_Freq3150       	Obs1_Freq4000       	Obs1_Freq5000       	Obs1_Freq6300       	Obs1_Freq8000       	Obs1_Freq10000      	Obs1_Freq12500      	Obs1_Freq16000      	Obs1_Freq20000      	Obs2_Freq10         	Obs2_Freq12.5       	Obs2_Freq16         	Obs2_Freq20         	Obs2_Freq25         	Obs2_Freq31.5       	Obs2_Freq40         	Obs2_Freq50         	Obs2_Freq63         	Obs2_Freq80         	Obs2_Freq100        	Obs2_Freq125        	Obs2_Freq160        	Obs2_Freq200        	Obs2_Freq250        	Obs2_Freq315        	Obs2_Freq400        	Obs2_Freq500        	Obs2_Freq630        	Obs2_Freq800        	Obs2_Freq1000       	Obs2_Freq1250       	Obs2_Freq1600       	Obs2_Freq2000       	Obs2_Freq2500       	Obs2_Freq3150       	Obs2_Freq4000       	Obs2_Freq5000       	Obs2_Freq6300       	Obs2_Freq8000       	Obs2_Freq10000      	Obs2_Freq12500      	Obs2_Freq16000      	Obs2_Freq20000      
        10.1000	  7.358666E+001	  7.266570E+001	  7.154019E+001	  7.042168E+001	  6.920163E+001	  6.782494E+001	  6.627480E+001	  6.470787E+001	  6.296898E+001	  6.107097E+001	  5.924837E+001	  5.747247E+001	  5.554260E+001	  5.359271E+001	  5.156747E+001	  4.933699E+001	  4.730768E+001	  4.616290E+001	  4.759935E+001	  5.050826E+001	  5.227070E+001	  5.225686E+001	  3.798195E+001	  3.256068E+001	  3.037218E+001	  2.834415E+001	  2.621091E+001	  2.426561E+001	  2.223232E+001	  2.005418E+001	  1.792121E+001	  1.567523E+001	  1.303957E+001	  1.050277E+001	  5.714002E+001	  5.625186E+001	  5.516419E+001	  5.408205E+001	  5.290133E+001	  5.157061E+001	  5.007241E+001	  4.856798E+001	  4.695088E+001	  4.532475E+001	  4.388145E+001	  4.280422E+001	  4.140256E+001	  3.937716E+001	  3.797947E+001	  3.549052E+001	  3.334326E+001	  3.244879E+001	  3.464151E+001	  3.805276E+001	  3.789340E+001	  3.833801E+001	  2.440653E+001	  1.940222E+001	  1.725194E+001	  1.521128E+001	  1.305372E+001	  1.106101E+001	  8.964801E+000	  6.715340E+000	  4.513371E+000	  2.197906E+000	 -5.132163E-001	 -3.115096E+000
        10.2000	  7.354501E+001	  7.262411E+001	  7.149873E+001	  7.038039E+001	  6.916060E+001	  6.778431E+001	  6.623513E+001	  6.466877E+001	  6.293064E+001	  6.103368E+001	  5.921174E+001	  5.743500E+001	  5.549882E+001	  5.353905E+001	  5.150229E+001	  4.927704E+001	  4.724520E+001	  4.614631E+001	  4.758401E+001	  5.029734E+001	  5.252486E+001	  5.213627E+001	  3.787285E+001	  3.246927E+001	  3.028479E+001	  2.825793E+001	  2.612734E+001	  2.418415E+001	  2.215235E+001	  1.997498E+001	  1.784207E+001	  1.559551E+001	  1.295845E+001	  1.041972E+001	  5.681943E+001	  5.592248E+001	  5.482464E+001	  5.373318E+001	  5.254383E+001	  5.120715E+001	  4.971621E+001	  4.821103E+001	  4.664489E+001	  4.515434E+001	  4.388871E+001	  4.307160E+001	  4.179376E+001	  3.970608E+001	  3.845462E+001	  3.597538E+001	  3.390034E+001	  3.337305E+001	  3.574990E+001	  3.841866E+001	  3.841228E+001	  3.845122E+001	  2.470769E+001	  1.990263E+001	  1.776771E+001	  1.571830E+001	  1.354864E+001	  1.153461E+001	  9.410102E+000	  7.128205E+000	  4.894663E+000	  2.547389E+000	 -1.982151E-001	 -2.829873E+000
        10.3000	  7.363109E+001	  7.271054E+001	  7.158552E+001	  7.046746E+001	  6.924792E+001	  6.787182E+001	  6.632254E+001	  6.475680E+001	  6.301944E+001	  6.112524E+001	  5.931025E+001	  5.754268E+001	  5.559045E+001	  5.359329E+001	  5.153685E+001	  4.931170E+001	  4.728506E+001	  4.621602E+001	  4.785223E+001	  5.022705E+001	  5.227623E+001	  5.214460E+001	  3.787658E+001	  3.246354E+001	  3.027671E+001	  2.825074E+001	  2.612201E+001	  2.418095E+001	  2.215126E+001	  1.997566E+001	  1.784389E+001	  1.559799E+001	  1.296121E+001	  1.042243E+001	  5.660160E+001	  5.569454E+001	  5.458513E+001	  5.348353E+001	  5.228602E+001	  5.094786E+001	  4.945277E+001	  4.799173E+001	  4.655272E+001	  4.534935E+001	  4.440523E+001	  4.395550E+001	  4.277407E+001	  4.054654E+001	  3.942205E+001	  3.699164E+001	  3.506646E+001	  3.487050E+001	  3.765870E+001	  3.925870E+001	  3.840653E+001	  3.885830E+001	  2.536763E+001	  2.079891E+001	  1.867691E+001	  1.661549E+001	  1.442835E+001	  1.238516E+001	  1.022251E+001	  7.896831E+000	  5.620327E+000	  3.229417E+000	  4.362505E-001	 -2.236478E+000
        10.4000	  7.376202E+001	  7.284205E+001	  7.171758E+001	  7.059997E+001	  6.938078E+001	  6.800490E+001	  6.645560E+001	  6.488958E+001	  6.315031E+001	  6.125688E+001	  5.944381E+001	  5.767944E+001	  5.571242E+001	  5.368910E+001	  5.161511E+001	  4.938986E+001	  4.737002E+001	  4.625700E+001	  4.803988E+001	  5.027854E+001	  5.187053E+001	  5.222050E+001	  3.793762E+001	  3.249868E+001	  3.030486E+001	  2.827766E+001	  2.614781E+001	  2.420647E+001	  2.217708E+001	  2.000211E+001	  1.787107E+001	  1.562603E+001	  1.299045E+001	  1.045304E+001	  5.638816E+001	  5.547113E+001	  5.435076E+001	  5.324071E+001	  5.203991E+001	  5.071507E+001	  4.924885E+001	  4.788172E+001	  4.653265E+001	  4.605003E+001	  4.553345E+001	  4.545072E+001	  4.432092E+001	  4.198101E+001	  4.096306E+001	  3.868417E+001	  3.703380E+001	  3.689939E+001	  3.997031E+001	  4.072742E+001	  3.832137E+001	  3.948635E+001	  2.640657E+001	  2.216912E+001	  2.005828E+001	  1.797225E+001	  1.574995E+001	  1.365561E+001	  1.142912E+001	  9.032040E+000	  6.686857E+000	  4.227342E+000	  1.360534E+000	 -1.374893E+000
        10.5000	  7.379621E+001	  7.287657E+001	  7.175247E+001	  7.063521E+001	  6.941636E+001	  6.804080E+001	  6.649168E+001	  6.492540E+001	  6.318512E+001	  6.128698E+001	  5.946547E+001	  5.768818E+001	  5.572156E+001	  5.371442E+001	  5.163091E+001	  4.940974E+001	  4.738627E+001	  4.621664E+001	  4.790735E+001	  5.034926E+001	  5.173754E+001	  5.221052E+001	  3.792640E+001	  3.248288E+001	  3.028585E+001	  2.825643E+001	  2.612400E+001	  2.418063E+001	  2.214968E+001	  1.997364E+001	  1.784209E+001	  1.559701E+001	  1.296184E+001	  1.042521E+001	  5.607456E+001	  5.515146E+001	  5.402593E+001	  5.291529E+001	  5.172579E+001	  5.045173E+001	  4.907663E+001	  4.794926E+001	  4.702263E+001	  4.755842E+001	  4.746288E+001	  4.762097E+001	  4.649622E+001	  4.413265E+001	  4.318804E+001	  4.117118E+001	  3.983239E+001	  3.976050E+001	  4.274864E+001	  4.297409E+001	  3.910591E+001	  4.022389E+001	  2.792815E+001	  2.419776E+001	  2.210442E+001	  1.998093E+001	  1.770410E+001	  1.553177E+001	  1.320677E+001	  1.069728E+001	  8.241813E+000	  5.670067E+000	  2.680433E+000	 -1.616106E-001
        10.6000	  7.370533E+001	  7.278555E+001	  7.166139E+001	  7.054414E+001	  6.932540E+001	  6.795006E+001	  6.640129E+001	  6.483528E+001	  6.309496E+001	  6.119340E+001	  5.936328E+001	  5.756860E+001	  5.560634E+001	  5.363345E+001	  5.154978E+001	  4.933201E+001	  4.729940E+001	  4.614477E+001	  4.761701E+001	  5.029731E+001	  5.195333E+001	  5.208247E+001	  3.781521E+001	  3.239714E+001	  3.020455E+001	  2.817450E+001	  2.604105E+001	  2.409616E+001	  2.206340E+001	  1.988561E+001	  1.775267E+001	  1.550642E+001	  1.287016E+001	  1.033260E+001	  5.571096E+001	  5.478848E+001	  5.366666E+001	  5.256498E+001	  5.139603E+001	  5.017313E+001	  4.892286E+001	  4.807310E+001	  4.833476E+001	  4.959026E+001	  5.016532E+001	  5.079610E+001	  4.979162E+001	  4.729728E+001	  4.627926E+001	  4.396304E+001	  4.251762E+001	  4.295753E+001	  4.614210E+001	  4.658135E+001	  4.158459E+001	  4.156487E+001	  3.043194E+001	  2.726333E+001	  2.521956E+001	  2.309774E+001	  2.081064E+001	  1.860186E+001	  1.621633E+001	  1.362351E+001	  1.107174E+001	  8.385978E+000	  5.250995E+000	  2.263236E+000
        10.7000	  7.360372E+001	  7.268359E+001	  7.155913E+001	  7.044166E+001	  6.922279E+001	  6.784744E+001	  6.629894E+001	  6.473329E+001	  6.299328E+001	  6.109256E+001	  5.926118E+001	  5.746003E+001	  5.549572E+001	  5.353733E+001	  5.146158E+001	  4.925130E+001	  4.722648E+001	  4.609509E+001	  4.751494E+001	  5.017516E+001	  5.233720E+001	  5.199984E+001	  3.773034E+001	  3.231543E+001	  3.012666E+001	  2.809780E+001	  2.596538E+001	  2.402053E+001	  2.198716E+001	  1.980839E+001	  1.767438E+001	  1.542693E+001	  1.278915E+001	  1.025001E+001	  5.542675E+001	  5.450679E+001	  5.338744E+001	  5.228594E+001	  5.110948E+001	  4.984799E+001	  4.859687E+001	  4.749782E+001	  4.720605E+001	  4.812230E+001	  4.911553E+001	  5.059352E+001	  5.046386E+001	  4.822077E+001	  4.813564E+001	  4.516335E+001	  4.258600E+001	  4.198841E+001	  4.538307E+001	  4.851232E+001	  5.240304E+001	  5.170200E+001	  3.733201E+001	  3.172483E+001	  2.948264E+001	  2.744530E+001	  2.533183E+001	  2.342850E+001	  2.144680E+001	  1.932137E+001	  1.723402E+001	  1.502909E+001	  1.243286E+001	  9.925959E+000
        10.8000	  7.359063E+001	  7.267033E+001	  7.154565E+001	  7.042797E+001	  6.920889E+001	  6.783334E+001	  6.628469E+001	  6.471923E+001	  6.297979E+001	  6.108190E+001	  5.925534E+001	  5.745655E+001	  5.547906E+001	  5.350865E+001	  5.143723E+001	  4.922990E+001	  4.722054E+001	  4.613224E+001	  4.766611E+001	  5.009271E+001	  5.238701E+001	  5.199274E+001	  3.771628E+001	  3.229482E+001	  3.010729E+001	  2.808004E+001	  2.594899E+001	  2.400493E+001	  2.197197E+001	  1.979330E+001	  1.765915E+001	  1.541138E+001	  1.277308E+001	  1.023334E+001	  5.525812E+001	  5.434032E+001	  5.322074E+001	  5.211262E+001	  5.091414E+001	  4.958872E+001	  4.816058E+001	  4.675584E+001	  4.556510E+001	  4.486499E+001	  4.433869E+001	  4.397902E+001	  4.228884E+001	  3.985148E+001	  3.808717E+001	  3.621009E+001	  3.511655E+001	  3.579109E+001	  3.877215E+001	  3.730764E+001	  3.622830E+001	  3.629596E+001	  2.356041E+001	  1.956841E+001	  1.745640E+001	  1.532503E+001	  1.303252E+001	  1.084758E+001	  8.510507E+000	  5.990713E+000	  3.531650E+000	  9.673770E-001	 -1.995281E+000	 -4.792803E+000
        10.9000	  7.365291E+001	  7.273266E+001	  7.160797E+001	  7.049021E+001	  6.927096E+001	  6.789513E+001	  6.634604E+001	  6.478025E+001	  6.304059E+001	  6.114425E+001	  5.932266E+001	  5.752848E+001	  5.553230E+001	  5.354076E+001	  5.147346E+001	  4.926477E+001	  4.725643E+001	  4.622666E+001	  4.789693E+001	  5.007360E+001	  5.204593E+001	  5.201804E+001	  3.774619E+001	  3.232913E+001	  3.014185E+001	  2.811522E+001	  2.598420E+001	  2.404011E+001	  2.200718E+001	  1.982862E+001	  1.769462E+001	  1.544712E+001	  1.280929E+001	  1.027019E+001	  5.521301E+001	  5.430172E+001	  5.318969E+001	  5.208764E+001	  5.089154E+001	  4.955614E+001	  4.808372E+001	  4.660675E+001	  4.513209E+001	  4.375173E+001	  4.242563E+001	  4.100514E+001	  3.885753E+001	  3.686326E+001	  3.502747E+001	  3.339197E+001	  3.223058E+001	  3.245571E+001	  3.422875E+001	  3.337131E+001	  3.749497E+001	  3.777170E+001	  2.340514E+001	  1.780012E+001	  1.552824E+001	  1.343317E+001	  1.123275E+001	  9.240404E+000	  7.174285E+000	  4.979344E+000	  2.848293E+000	  6.223671E-001	 -1.971221E+000	 -4.455467E+000
        11.0000	  7.369675E+001	  7.277651E+001	  7.165178E+001	  7.053393E+001	  6.931451E+001	  6.793838E+001	  6.638880E+001	  6.482226E+001	  6.308123E+001	  6.118343E+001	  5.936077E+001	  5.756853E+001	  5.557393E+001	  5.357965E+001	  5.151121E+001	  4.929888E+001	  4.728637E+001	  4.622917E+001	  4.792938E+001	  5.019419E+001	  5.179346E+001	  5.206277E+001	  3.779182E+001	  3.237458E+001	  3.018653E+001	  2.815956E+001	  2.602737E+001	  2.408229E+001	  2.204866E+001	  1.986972E+001	  1.773569E+001	  1.548843E+001	  1.285123E+001	  1.031300E+001	  5.535576E+001	  5.445730E+001	  5.336075E+001	  5.227365E+001	  5.109233E+001	  4.976813E+001	  4.828498E+001	  4.680772E+001	  4.523473E+001	  4.359541E+001	  4.197593E+001	  4.026047E+001	  3.827359E+001	  3.649296E+001	  3.488130E+001	  3.295197E+001	  3.130277E+001	  3.066277E+001	  3.163159E+001	  3.343777E+001	  3.770523E+001	  3.834802E+001	  2.371686E+001	  1.771189E+001	  1.540775E+001	  1.335205E+001	  1.121343E+001	  9.308886E+000	  7.345182E+000	  5.253744E+000	  3.209984E+000	  1.058349E+000	 -1.470400E+000	 -3.911703E+000
        11.1000	  7.365467E+001	  7.273412E+001	  7.160904E+001	  7.049087E+001	  6.927112E+001	  6.789464E+001	  6.634456E+001	  6.477754E+001	  6.303534E+001	  6.113629E+001	  5.930973E+001	  5.751730E+001	  5.554732E+001	  5.357606E+001	  5.150668E+001	  4.929281E+001	  4.727355E+001	  4.616550E+001	  4.773928E+001	  5.032019E+001	  5.182138E+001	  5.209401E+001	  3.781968E+001	  3.240008E+001	  3.021275E+001	  2.818583E+001	  2.605279E+001	  2.410672E+001	  2.207222E+001	  1.989265E+001	  1.775828E+001	  1.551090E+001	  1.287375E+001	  1.033573E+001	  5.571473E+001	  5.483328E+001	  5.375666E+001	  5.268854E+001	  5.152665E+001	  5.022133E+001	  4.876122E+001	  4.728731E+001	  4.568326E+001	  4.395203E+001	  4.225316E+001	  4.053883E+001	  3.874512E+001	  3.699501E+001	  3.541795E+001	  3.325344E+001	  3.124107E+001	  3.000174E+001	  3.051923E+001	  3.412309E+001	  3.813717E+001	  3.857026E+001	  2.390926E+001	  1.786971E+001	  1.558068E+001	  1.355018E+001	  1.144169E+001	  9.566241E+000	  7.629409E+000	  5.559836E+000	  3.529944E+000	  1.385502E+000	 -1.142589E+000	 -3.588820E+000
        11.2000	  7.357250E+001	  7.265145E+001	  7.152583E+001	  7.040719E+001	  6.918699E+001	  6.781011E+001	  6.625966E+001	  6.469246E+001	  6.295019E+001	  6.105336E+001	  5.922799E+001	  5.744078E+001	  5.549342E+001	  5.354133E+001	  5.148515E+001	  4.927062E+001	  4.725135E+001	  4.612088E+001	  4.759824E+001	  5.035769E+001	  5.210062E+001	  5.215602E+001	  3.786346E+001	  3.242420E+001	  3.023688E+001	  2.821089E+001	  2.607798E+001	  2.413156E+001	  2.209656E+001	  1.991653E+001	  1.778181E+001	  1.553413E+001	  1.289670E+001	  1.035844E+001	  5.619667E+001	  5.532996E+001	  5.427023E+001	  5.321794E+001	  5.207219E+001	  5.078291E+001	  4.933634E+001	  4.787461E+001	  4.626291E+001	  4.450589E+001	  4.279760E+001	  4.113134E+001	  3.942314E+001	  3.764768E+001	  3.600730E+001	  3.372604E+001	  3.152885E+001	  2.995362E+001	  3.033282E+001	  3.478098E+001	  3.895556E+001	  3.866841E+001	  2.403300E+001	  1.805581E+001	  1.579217E+001	  1.377627E+001	  1.168152E+001	  9.811700E+000	  7.874905E+000	  5.800849E+000	  3.763178E+000	  1.607798E+000	 -9.354821E-001	 -3.397485E+000
        11.3000	  7.353028E+001	  7.260885E+001	  7.148279E+001	  7.036375E+001	  6.914314E+001	  6.776586E+001	  6.621506E+001	  6.464776E+001	  6.290585E+001	  6.101250E+001	  5.919178E+001	  5.741230E+001	  5.547245E+001	  5.352208E+001	  5.148584E+001	  4.926779E+001	  4.725623E+001	  4.614349E+001	  4.761772E+001	  5.035669E+001	  5.236105E+001	  5.224819E+001	  3.793298E+001	  3.246646E+001	  3.027747E+001	  2.825241E+001	  2.611985E+001	  2.417347E+001	  2.213843E+001	  1.995836E+001	  1.782362E+001	  1.557595E+001	  1.293857E+001	  1.040041E+001	  5.665747E+001	  5.580072E+001	  5.475224E+001	  5.371033E+001	  5.257499E+001	  5.129603E+001	  4.985865E+001	  4.840522E+001	  4.679399E+001	  4.503574E+001	  4.333657E+001	  4.170919E+001	  4.002157E+001	  3.820871E+001	  3.651040E+001	  3.417941E+001	  3.191088E+001	  3.020269E+001	  3.071038E+001	  3.531452E+001	  3.959965E+001	  3.876235E+001	  2.415776E+001	  1.824606E+001	  1.600146E+001	  1.399232E+001	  1.190159E+001	  1.002793E+001	  8.082480E+000	  5.996843E+000	  3.946741E+000	  1.777714E+000	 -7.816551E-001	 -3.258645E+000
        11.4000	  7.354205E+001	  7.262045E+001	  7.149417E+001	  7.037488E+001	  6.915399E+001	  6.777637E+001	  6.622521E+001	  6.465771E+001	  6.291591E+001	  6.102449E+001	  5.920767E+001	  5.743187E+001	  5.548403E+001	  5.352752E+001	  5.150919E+001	  4.928856E+001	  4.728231E+001	  4.620521E+001	  4.776404E+001	  5.039306E+001	  5.225531E+001	  5.228339E+001	  3.797358E+001	  3.251422E+001	  3.032647E+001	  2.830186E+001	  2.616937E+001	  2.422303E+001	  2.218805E+001	  2.000808E+001	  1.787349E+001	  1.562608E+001	  1.298910E+001	  1.045141E+001	  5.702548E+001	  5.617520E+001	  5.513402E+001	  5.409884E+001	  5.297026E+001	  5.169806E+001	  5.026695E+001	  4.881944E+001	  4.721165E+001	  4.546074E+001	  4.377576E+001	  4.217704E+001	  4.048075E+001	  3.863492E+001	  3.690151E+001	  3.455209E+001	  3.226336E+001	  3.055381E+001	  3.135314E+001	  3.573351E+001	  3.943174E+001	  3.878409E+001	  2.422780E+001	  1.839828E+001	  1.616871E+001	  1.416200E+001	  1.206989E+001	  1.018888E+001	  8.232756E+000	  6.134875E+000	  4.072930E+000	  1.891987E+000	 -6.803154E-001	 -3.168454E+000
        11.5000	  7.357350E+001	  7.265185E+001	  7.152547E+001	  7.040605E+001	  6.918497E+001	  6.780709E+001	  6.625557E+001	  6.468770E+001	  6.294545E+001	  6.105374E+001	  5.923850E+001	  5.746569E+001	  5.551149E+001	  5.354813E+001	  5.153654E+001	  4.931399E+001	  4.730710E+001	  4.624805E+001	  4.788848E+001	  5.045760E+001	  5.201882E+001	  5.228122E+001	  3.799077E+001	  3.255589E+001	  3.037091E+001	  2.834639E+001	  2.621394E+001	  2.426775E+001	  2.223297E+001	  2.005323E+001	  1.791891E+001	  1.567182E+001	  1.303525E+001	  1.049797E+001	  5.730523E+001	  5.645795E+001	  5.541999E+001	  5.438760E+001	  5.326161E+001	  5.199169E+001	  5.056219E+001	  4.911615E+001	  4.750875E+001	  4.576401E+001	  4.409002E+001	  4.251109E+001	  4.079862E+001	  3.892442E+001	  3.716053E+001	  3.480469E+001	  3.252182E+001	  3.087390E+001	  3.189950E+001	  3.606968E+001	  3.880962E+001	  3.871124E+001	  2.421488E+001	  1.847922E+001	  1.626352E+001	  1.425743E+001	  1.216121E+001	  1.027058E+001	  8.301883E+000	  6.190305E+000	  4.115671E+000	  1.922513E+000	 -6.623829E-001	 -3.160762E+000
        11.6000	  7.358539E+001	  7.266370E+001	  7.153727E+001	  7.041778E+001	  6.919661E+001	  6.781861E+001	  6.626689E+001	  6.469873E+001	  6.295593E+001	  6.106343E+001	  5.924759E+001	  5.748033E+001	  5.554202E+001	  5.358010E+001	  5.156025E+001	  4.933030E+001	  4.732080E+001	  4.623128E+001	  4.783417E+001	  5.051603E+001	  5.194579E+001	  5.230165E+001	  3.801804E+001	  3.259133E+001	  3.040704E+001	  2.838253E+001	  2.625040E+001	  2.430478E+001	  2.227070E+001	  2.009168E+001	  1.795794E+001	  1.571129E+001	  1.307506E+001	  1.053797E+001	  5.750821E+001	  5.665898E+001	  5.561834E+001	  5.458292E+001	  5.345317E+001	  5.217843E+001	  5.074269E+001	  4.929015E+001	  4.767497E+001	  4.593052E+001	  4.426140E+001	  4.270109E+001	  4.099406E+001	  3.909958E+001	  3.729740E+001	  3.492779E+001	  3.265759E+001	  3.106897E+001	  3.219226E+001	  3.633756E+001	  3.842434E+001	  3.857609E+001	  2.414473E+001	  1.850967E+001	  1.630857E+001	  1.430208E+001	  1.220047E+001	  1.029781E+001	  8.313321E+000	  6.184394E+000	  4.093552E+000	  1.884650E+000	 -7.166704E-001	 -3.228617E+000
        11.7000	  7.357824E+001	  7.265656E+001	  7.153014E+001	  7.041068E+001	  6.918955E+001	  6.781162E+001	  6.626002E+001	  6.469200E+001	  6.294958E+001	  6.105872E+001	  5.924496E+001	  5.748822E+001	  5.557079E+001	  5.360645E+001	  5.158137E+001	  4.935076E+001	  4.733362E+001	  4.620266E+001	  4.776717E+001	  5.056012E+001	  5.202697E+001	  5.235874E+001	  3.806499E+001	  3.262409E+001	  3.043762E+001	  2.841322E+001	  2.628171E+001	  2.433706E+001	  2.230411E+001	  2.012618E+001	  1.799325E+001	  1.574719E+001	  1.311137E+001	  1.057445E+001	  5.764602E+001	  5.679038E+001	  5.574176E+001	  5.469812E+001	  5.355901E+001	  5.227323E+001	  5.082433E+001	  4.935864E+001	  4.772958E+001	  4.598629E+001	  4.432851E+001	  4.281093E+001	  4.113088E+001	  3.919936E+001	  3.738587E+001	  3.499284E+001	  3.272890E+001	  3.121570E+001	  3.256770E+001	  3.660412E+001	  3.834961E+001	  3.846182E+001	  2.410000E+001	  1.856913E+001	  1.638181E+001	  1.437354E+001	  1.226552E+001	  1.034891E+001	  8.345963E+000	  6.196519E+000	  4.086264E+000	  1.858248E+000	 -7.633287E-001	 -3.292327E+000
        11.8000	  7.358457E+001	  7.266305E+001	  7.153683E+001	  7.041755E+001	  6.919665E+001	  6.781897E+001	  6.626770E+001	  6.470005E+001	  6.295845E+001	  6.107002E+001	  5.925992E+001	  5.751191E+001	  5.560131E+001	  5.362812E+001	  5.160770E+001	  4.937652E+001	  4.735707E+001	  4.620221E+001	  4.778094E+001	  5.057860E+001	  5.223542E+001	  5.243632E+001	  3.812226E+001	  3.265295E+001	  3.046188E+001	  2.843711E+001	  2.630578E+001	  2.436172E+001	  2.232956E+001	  2.015242E+001	  1.802013E+001	  1.577459E+001	  1.313922E+001	  1.060265E+001	  5.770763E+001	  5.684387E+001	  5.578529E+001	  5.473158E+001	  5.358120E+001	  5.228242E+001	  5.081840E+001	  4.933824E+001	  4.769542E+001	  4.596295E+001	  4.433184E+001	  4.288840E+001	  4.125049E+001	  3.926879E+001	  3.749928E+001	  3.507441E+001	  3.281559E+001	  3.139951E+001	  3.310077E+001	  3.692953E+001	  3.834885E+001	  3.844223E+001	  2.414722E+001	  1.870925E+001	  1.653041E+001	  1.451765E+001	  1.240080E+001	  1.046833E+001	  8.445220E+000	  6.273767E+000	  4.142958E+000	  1.894946E+000	 -7.475557E-001	 -3.293941E+000
        11.9000	  7.360454E+001	  7.268325E+001	  7.155730E+001	  7.043829E+001	  6.921765E+001	  6.784028E+001	  6.628937E+001	  6.472170E+001	  6.298079E+001	  6.109214E+001	  5.928152E+001	  5.753020E+001	  5.561393E+001	  5.364042E+001	  5.162073E+001	  4.939017E+001	  4.737274E+001	  4.622575E+001	  4.779394E+001	  5.055274E+001	  5.231091E+001	  5.244493E+001	  3.812885E+001	  3.265484E+001	  3.046169E+001	  2.843601E+001	  2.630429E+001	  2.436024E+001	  2.232825E+001	  2.015133E+001	  1.801927E+001	  1.577397E+001	  1.313888E+001	  1.060258E+001	  5.764124E+001	  5.676957E+001	  5.570143E+001	  5.463819E+001	  5.347733E+001	  5.216682E+001	  5.068948E+001	  4.919755E+001	  4.754523E+001	  4.583693E+001	  4.424571E+001	  4.289481E+001	  4.131664E+001	  3.930593E+001	  3.762851E+001	  3.517658E+001	  3.293617E+001	  3.164013E+001	  3.360221E+001	  3.727438E+001	  3.809864E+001	  3.842723E+001	  2.422188E+001	  1.889827E+001	  1.672681E+001	  1.470640E+001	  1.257758E+001	  1.062692E+001	  8.581776E+000	  6.386908E+000	  4.234771E+000	  1.966535E+000	 -6.965508E-001	 -3.259555E+000
        12.0000	  7.362232E+001	  7.270120E+001	  7.157545E+001	  7.045665E+001	  6.923624E+001	  6.785910E+001	  6.630846E+001	  6.474127E+001	  6.300005E+001	  6.110902E+001	  5.929501E+001	  5.753356E+001	  5.560452E+001	  5.363410E+001	  5.160916E+001	  4.937914E+001	  4.736620E+001	  4.623612E+001	  4.782291E+001	  5.051246E+001	  5.215886E+001	  5.235780E+001	  3.806516E+001	  3.262075E+001	  3.043033E+001	  2.840396E+001	  2.627213E+001	  2.432811E+001	  2.229610E+001	  2.011911E+001	  1.798696E+001	  1.574155E+001	  1.310631E+001	  1.056979E+001	  5.743312E+001	  5.655355E+001	  5.547599E+001	  5.440354E+001	  5.323284E+001	  5.191191E+001	  5.042339E+001	  4.892339E+001	  4.726794E+001	  4.560428E+001	  4.407393E+001	  4.284361E+001	  4.134432E+001	  3.932107E+001	  3.777449E+001	  3.530241E+001	  3.311271E+001	  3.198592E+001	  3.413538E+001	  3.765399E+001	  3.778276E+001	  3.836655E+001	  2.429149E+001	  1.912475E+001	  1.696412E+001	  1.493423E+001	  1.279171E+001	  1.082089E+001	  8.751346E+000	  6.530510E+000	  4.354754E+000	  2.064195E+000	 -6.215363E-001	 -3.202811E+000
        12.1000	  7.363838E+001	  7.271741E+001	  7.159185E+001	  7.047322E+001	  6.925301E+001	  6.787608E+001	  6.632567E+001	  6.475859E+001	  6.301994E+001	  6.112353E+001	  5.930615E+001	  5.753870E+001	  5.560257E+001	  5.362946E+001	  5.158996E+001	  4.935636E+001	  4.732717E+001	  4.622443E+001	  4.778635E+001	  5.044897E+001	  5.205070E+001	  5.226573E+001	  3.799273E+001	  3.257319E+001	  3.038536E+001	  2.835873E+001	  2.622739E+001	  2.428390E+001	  2.225230E+001	  2.007553E+001	  1.794341E+001	  1.569787E+001	  1.306226E+001	  1.052519E+001	  5.714931E+001	  5.626073E+001	  5.517254E+001	  5.408990E+001	  5.290870E+001	  5.157764E+001	  5.007939E+001	  4.857603E+001	  4.696377E+001	  4.535153E+001	  4.393084E+001	  4.288990E+001	  4.150008E+001	  3.944421E+001	  3.804489E+001	  3.555085E+001	  3.340360E+001	  3.254814E+001	  3.486014E+001	  3.806555E+001	  3.783759E+001	  3.837784E+001	  2.445906E+001	  1.946877E+001	  1.732044E+001	  1.528073E+001	  1.312456E+001	  1.113252E+001	  9.036388E+000	  6.786379E+000	  4.583315E+000	  2.266217E+000	 -4.472523E-001	 -3.051628E+000
